174, 3, 4
199, 240, 1
168, 54, 7
125, 195, 13
13, 142, 8
6, 13, 5
33, 91, 2
91, 45, 2
3, 220, 1
220, 5, 1
197, 102, 7
91, 240, 7
91, 192, 10
91, 140, 1
140, 174, 1
140, 13, 3
91, 196, 1
221, 142, 2
5, 221, 10
221, 6, 1
6, 175, 1
175, 174, 4
174, 57, 4
57, 175, 4
175, 54, 4
54, 175, 4
175, 6, 4
6, 174, 4
174, 11, 4
6, 54, 3
54, 54, 9
54, 174, 3
174, 5, 5
221, 220, 6
220, 196, 2
196, 220, 2
220, 6, 6
6, 168, 17
6, 265, 31
265, 6, 12
5, 265, 3
5, 168, 7
3, 162, 1
162, 197, 2
5, 162, 4
162, 5, 5
125, 201, 2
201, 6, 1
102, 174, 1
168, 240, 4
240, 33, 1
33, 78, 1
168, 78, 12
78, 168, 6
78, 3, 11
240, 3, 2
240, 168, 4
5, 78, 4
12, 63, 1
63, 174, 1
221, 197, 2
125, 6, 5
125, 268, 2
45, 206, 1
206, 3, 1
12, 33, 1
91, 120, 1
197, 33, 6
102, 199, 1
199, 13, 4
27, 196, 1
196, 4, 2
125, 220, 1
5, 199, 1
102, 197, 2
240, 192, 2
5, 240, 1
192, 195, 3
146, 91, 1
104, 5, 1
125, 33, 3
6, 243, 1
3, 201, 1
91, 13, 5
91, 168, 3
91, 4, 2
4, 125, 1
13, 33, 2
27, 5, 2
142, 33, 3
33, 102, 4
66, 197, 1
268, 91, 1
91, 201, 4
220, 199, 2
199, 6, 2
102, 33, 1
197, 168, 3
240, 102, 3
125, 221, 1
221, 5, 1
5, 174, 1
140, 140, 1
192, 201, 1
102, 12, 1
12, 5, 1
195, 192, 2
4, 168, 4
195, 43, 2
60, 3, 1
199, 91, 2
102, 125, 1
168, 91, 1
195, 168, 2
102, 192, 1
192, 13, 1
3, 196, 1
168, 142, 1
13, 146, 1
6, 146, 2
265, 125, 1
125, 191, 1
191, 45, 1
45, 220, 1
13, 60, 1
60, 102, 1
6, 27, 1
195, 125, 1
125, 197, 3
146, 13, 1
11, 33, 1
6, 122, 1
268, 5, 1
197, 4, 3
4, 221, 2
221, 91, 1
91, 27, 1
27, 102, 1
13, 192, 2
168, 175, 1
45, 197, 1
192, 221, 1
199, 3, 1
120, 5, 1
5, 11, 1
11, 6, 1
5, 201, 1
201, 102, 1
91, 199, 1
168, 4, 1
13, 195, 1
195, 146, 1
78, 125, 1
54, 5, 2
13, 11, 1
11, 5, 1
125, 140, 1
221, 174, 1
195, 197, 1
102, 196, 1
13, 6, 1
45, 6, 1
221, 120, 1
120, 4, 1
168, 192, 1
192, 174, 1
4, 199, 1
195, 221, 1
221, 140, 1
102, 175, 1
174, 240, 1
265, 162, 1
192, 168, 1
3, 340, 1
340, 43, 1
195, 265, 1
43, 197, 1
91, 141, 1
192, 78, 1
91, 78, 1
78, 162, 2
162, 91, 1
